Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Organism Part],Term Source 4 REF,Term Source 4 Accession,Experimental Condition [Class],Experimental Condition [Mouse ID],Experimental Condition [Sample ID],Experimental Condition [Score],Experimental Condition [Acquisition date],Experimental Condition [Acquisition time],Experimental Condition [Label_1],Assay Name,Source Name,Experimental Condition [treated],Comment [Image File Path],Comment [Image File Type],Comment [Image Type],Comment [Voxel Size],Comment [Volume Size],Channels
SCC processed,T5813.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,563,6,09/08/2016,17:38:31,,octmos-scc,T5813,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5813.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
SCC processed,T5814.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,563,7,09/08/2016,17:40:32,,octmos-scc,T5814,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5814.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
SCC processed,T5815.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,563,7,09/08/2016,17:42:35,,octmos-scc,T5815,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5815.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x509,grayscale
SCC processed,T5817.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,5,09/08/2016,17:56:07,,octmos-scc,T5817,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5817.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x501,grayscale
SCC processed,T5818.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,5,09/08/2016,17:58:08,,octmos-scc,T5818,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5818.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x501,grayscale
SCC processed,T5819.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,5,09/08/2016,18:00:08,,octmos-scc,T5819,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5819.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
SCC processed,T5820.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,6,09/08/2016,18:02:15,,octmos-scc,T5820,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5820.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
SCC processed,T5821.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,5,09/08/2016,18:04:17,,octmos-scc,T5821,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5821.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
SCC processed,T5822.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,5,09/08/2016,18:06:20,,octmos-scc,T5822,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5822.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
SCC processed,T5823.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,6,09/08/2016,18:08:23,,octmos-scc,T5823,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5823.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x506,grayscale
SCC processed,T5824.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,6,09/08/2016,18:10:25,,octmos-scc,T5824,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5824.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
SCC processed,T5825.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,564,6,09/08/2016,18:13:27,,octmos-scc,T5825,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5825.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
SCC processed,T5836.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,566,6,09/08/2016,18:42:54,,octmos-scc,T5836,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5836.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x502,grayscale
SCC processed,T5837.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,566,6,09/08/2016,18:44:55,,octmos-scc,T5837,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5837.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
SCC processed,T5838.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,5,566,5,09/08/2016,18:46:58,,octmos-scc,T5838,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5838.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x515,grayscale
Dysplasia processed,T5846.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:12:21,,octmos-dysplasia,T5846,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5846.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
Dysplasia processed,T5847.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:14:23,,octmos-dysplasia,T5847,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5847.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
Dysplasia processed,T5848.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:16:24,,octmos-dysplasia,T5848,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5848.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia processed,T5849.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:18:27,,octmos-dysplasia,T5849,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5849.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
Dysplasia processed,T5850.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:20:29,,octmos-dysplasia,T5850,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5850.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
Dysplasia processed,T5851.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,5,09/08/2016,19:22:32,,octmos-dysplasia,T5851,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5851.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
Dysplasia processed,T5852.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:24:35,,octmos-dysplasia,T5852,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5852.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia processed,T5853.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:26:38,,octmos-dysplasia,T5853,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5853.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x506,grayscale
Dysplasia processed,T5854.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:28:40,,octmos-dysplasia,T5854,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5854.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
Dysplasia processed,T5855.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,567,6,09/08/2016,19:31:50,,octmos-dysplasia,T5855,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5855.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia processed,T5856.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,6,09/08/2016,19:36:42,3,octmos-dysplasia,T5856,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5856.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
Dysplasia processed,T5857.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,6,09/08/2016,19:38:45,3,octmos-dysplasia,T5857,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5857.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
Dysplasia processed,T5858.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,6,09/08/2016,19:40:48,3,octmos-dysplasia,T5858,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5858.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia processed,T5859.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,7,09/08/2016,19:42:51,1,octmos-dysplasia,T5859,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5859.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x343,grayscale
Dysplasia processed,T5860.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,7,09/08/2016,19:44:55,1,octmos-dysplasia,T5860,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5860.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
Dysplasia processed,T5861.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,5,09/08/2016,19:46:57,3,octmos-dysplasia,T5861,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5861.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
Dysplasia processed,T5862.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,6,09/08/2016,19:49:00,4,octmos-dysplasia,T5862,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5862.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia processed,T5863.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,6,09/08/2016,19:51:03,2,octmos-dysplasia,T5863,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5863.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia processed,T5864.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,7,09/08/2016,19:53:06,0,octmos-dysplasia,T5864,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5864.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
Dysplasia processed,T5865.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,568,6,09/08/2016,20:04:22,3,octmos-dysplasia,T5865,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5865.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x517,grayscale
Dysplasia processed,T5866.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,7,09/08/2016,20:08:34,,octmos-dysplasia,T5866,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5866.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
Dysplasia processed,T5867.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,5,09/08/2016,20:10:40,,octmos-dysplasia,T5867,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5867.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x525,grayscale
Dysplasia processed,T5868.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,7,09/08/2016,20:12:47,,octmos-dysplasia,T5868,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5868.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x528,grayscale
Dysplasia processed,T5869.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,7,09/08/2016,20:14:54,,octmos-dysplasia,T5869,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5869.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
Dysplasia processed,T5870.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,6,09/08/2016,20:17:00,,octmos-dysplasia,T5870,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5870.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
Dysplasia processed,T5871.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,6,09/08/2016,20:19:06,,octmos-dysplasia,T5871,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5871.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
Dysplasia processed,T5872.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,6,09/08/2016,20:21:12,,octmos-dysplasia,T5872,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5872.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
Dysplasia processed,T5873.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,7,09/08/2016,20:23:19,,octmos-dysplasia,T5873,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5873.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x539,grayscale
Dysplasia processed,T5874.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,7,09/08/2016,20:25:29,,octmos-dysplasia,T5874,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5874.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x532,grayscale
Dysplasia processed,T5875.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,569,6,09/08/2016,20:28:10,,octmos-dysplasia,T5875,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5875.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x528,grayscale
Dysplasia processed,T5877.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,570,5,09/08/2016,20:39:20,5,octmos-dysplasia,T5877,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5877.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x530,grayscale
Dysplasia processed,T5879.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,570,6,09/08/2016,20:43:37,6,octmos-dysplasia,T5879,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5879.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x525,grayscale
Dysplasia processed,T5884.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,7,09/08/2016,20:57:22,0,octmos-dysplasia,T5884,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5884.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x531,grayscale
Dysplasia processed,T5885.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,20:59:29,0,octmos-dysplasia,T5885,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5885.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x535,grayscale
Dysplasia processed,T5886.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:01:38,2,octmos-dysplasia,T5886,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5886.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x531,grayscale
Dysplasia processed,T5887.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:03:46,0,octmos-dysplasia,T5887,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5887.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x524,grayscale
Dysplasia processed,T5888.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:05:52,1,octmos-dysplasia,T5888,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5888.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
Dysplasia processed,T5889.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:07:59,0,octmos-dysplasia,T5889,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5889.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x526,grayscale
Dysplasia processed,T5890.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:10:06,3,octmos-dysplasia,T5890,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5890.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
Dysplasia processed,T5891.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:12:12,0,octmos-dysplasia,T5891,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5891.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x528,grayscale
Dysplasia processed,T5893.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,5,571,6,09/08/2016,21:20:20,1,octmos-dysplasia,T5893,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T5893.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x501,grayscale
Normal processed,T5894.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,5,572,5,09/08/2016,21:27:45,,octmos-normal,T5894,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5894.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x503,grayscale
Normal processed,T5895.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,5,572,5,09/08/2016,21:29:46,,octmos-normal,T5895,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5895.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
Normal processed,T5903.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,5,572,5,09/08/2016,21:47:48,,octmos-normal,T5903,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5903.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
Normal processed,T5905.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,5,573,6,09/08/2016,21:53:43,,octmos-normal,T5905,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5905.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
Normal processed,T5906.nrrd,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,5,573,7,09/08/2016,21:55:47,,octmos-normal,T5906,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T5906.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x515,grayscale
